Item,Classification,Source,Question,Answer,Prefix,definite-yes,probable-yes,definite-no,probable-no,DevEval,QuestionParse,AnswerParse
3076,Yahoo,YahooAnswers,Is alcoholism a disease?,It's a mental addiction.,no,1,7,1,21,EVALUATION,(SQ (VBZ Is) (NP (NN alcoholism)) (NP (DT a) (NN-CONTRAST disease)) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP (DT a) (JJ-CONTRAST mental) (NN-CONTRAST addiction))) (. .))
3074,Yahoo,YahooAnswers,Is cancer a germ?,It's an overactive cell.,,0,0,17,13,EVALUATION,(SQ (VBZ Is) (NP (NN cancer)) (NP (DT a) (NN-CONTRAST germ)) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP (DT an) (JJ-CONTRAST overactive) (NN-CONTRAST cell))) (. .))
3014,Yahoo,YahooAnswers,Is terrorism a form of culture?,It is an outgrowth of culture.,no,0,22,0,8,EVALUATION,(SQ (VBZ Is) (NP (NN terrorism)) (NP (NP (DT a) (NN-CONTRAST form)) (PP-CONTRAST (IN of) (NP (NN culture)))) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (NP (NP (DT an) (NN-CONTRAST outgrowth)) (-CONTRASTPP (IN of) (NP (NN culture))))) (. .))
3002,Yahoo,YahooAnswers,Is a marlin a mammal?,It is a large salt water fish.,no,0,2,17,11,EVALUATION,(SQ (VBZ Is) (NP (DT a) (NN marlin)) (NP (DT a) (NN-CONTRAST mammal)) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (NP (DT a) (JJ large) (NN salt) (NN water) (NN-CONTRAST fish))) (. .))
3056,Yahoo,YahooAnswers,Is marriage a matter of morals?,It is a matter of money.,no,0,0,13,17,EVALUATION,(SQ (VBZ Is) (NP (NN marriage)) (NP (NP (DT a) (NN matter)) (PP (IN of) (NP (NNS-CONTRAST morals)))) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (NP (NP (DT a) (NN matter)) (PP (IN of) (NP (NN-CONTRAST money))))) (. .))
3043,Yahoo,YahooAnswers,Is anxiety an emotion?,It is a state and an emotion.,,16,14,0,0,EVALUATION,(SQ (VBZ Is) (NP (NN anxiety)) (NP (DT an) (NN-CONTRAST emotion)) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (NP (NP (DT a) (NN-CONTRAST state)) (CC and) (NP (DT an) (NN-CONTRAST emotion)))) (. .))
3013,Yahoo,YahooAnswers,Is terrorism a form of culture?,Terrorism is a form of crime.,no,1,0,14,15,EVALUATION,(SQ (VBZ Is) (NP (NN terrorism)) (NP (NP (DT a) (NN form)) (PP (IN of) (NP (NN-CONTRAST culture)))) (. ?)),(S (NP (NNP Terrorism)) (VP (VBZ is) (NP (NP (DT a) (NN form)) (PP (IN of) (NP (NN-CONTRAST crime))))) (. .))
3041,Yahoo,YahooAnswers,Is Puerto Rico a state of the USA?,It's a territory.,,0,0,14,16,EVALUATION,(SQ (VBZ Is) (NP (NNP Puerto) (NNP Rico)) (NP (NP (DT a) (NN-CONTRAST state)) (PP (IN of) (NP (DT the) (NNP USA)))) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP (DT a) (NN-CONTRAST territory))) (. .))
3049,Yahoo,YahooAnswers,Is Ohio a Democrat state now?,It's a swing state.,,0,0,8,22,EVALUATION,(SQ (VBZ Is) (NP (NNP Ohio)) (PP (FW a) (NP (NNP-CONTRAST Democrat) (NN-CONTRAST state))) (ADVP (RB now)) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP (DT a) (NN-CONTRAST swing) (NN-CONTRAST state))) (. .))
3012,Yahoo,YahooAnswers,Is Jupiter a star?,It is a planet.,,1,0,22,7,EVALUATION,(SQ (VBZ Is) (NP (NNP Jupiter)) (NP (DT a) (NN-CONTRAST star)) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (NP (DT a) (NN-CONTRAST planet))) (. .))
3057,Yahoo,YahooAnswers,Is Sicily a city?,Sicily is an island that belongs to Italy.,,1,5,10,14,EVALUATION,(SQ (VBZ Is) (NP (NNP Sicily)) (NP (DT a) (NN-CONTRAST city)) (. ?)),(S (NP (NNP Sicily)) (VP (VBZ is) (NP (NP (DT an) (NN-CONTRAST island)) (SBAR (WHNP (WDT that)) (S (VP (VBZ belongs) (PP (TO to) (NP (NNP Italy)))))))) (. .))
3027,Yahoo,YahooAnswers,Are mermaids for real?,They are a fable.,no,0,0,26,4,EVALUATION,(SQ (VBP Are) (NP (NNS mermaids)) (PP (IN for) (NP (JJ-CONTRAST real))) (. ?)),(S (NP (PRP They)) (VP (VBP are) (NP (DT a) (NN-CONTRAST fable))) (. .))
3004,Yahoo,YahooAnswers,Is it a sin to drink alcohol?,It is a big sin in all religions.,yes,28,2,0,0,EVALUATION,(SQ (VBZ Is) (NP (PRP it)) (NP (NP (DT a) (NN-CONTRAST sin)) (PP (TO to) (NP (NN drink) (NN alcohol)))) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (NP (NP (DT a) (JJ-CONTRAST big) (NN-CONTRAST sin)) (PP (IN in) (NP (DT all) (NNS religions))))) (. .))
3003,Yahoo,YahooAnswers,Is it a sin to drink alcohol?,It is a sin to get drunk.,no,1,11,2,16,EVALUATION,(SQ (VBZ Is) (NP (PRP it)) (NP (NP (DT a) (NN sin)) (S (VP (TO to) (NP (NN drink) (NN alcohol))))) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (NP (DT a) (NN sin) (S (VP (TO to) (VP (VB get) (ADVP (NN drunk))))))) (. .))
3073,Yahoo,YahooAnswers,Is 'shh' a form of onomatopoeia?,It's a word that mimics a sound.,yes,10,14,1,5,EVALUATION,(SQ (VBZ Is) (S (VP (`` `) (VBZ shh) ('' '))) (NP (NP (DT a) (NN form)) (PP (IN of) (NP (NN-CONTRAST onomatopoeia)))) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP-CONTRAST (NP (DT a) (NN word)) (SBAR (WHNP (WDT that)) (S (VP (VBZ mimics) (NP (DT a) (NN sound))))))) (. .))
197,Switchboard,sw08utt/sw_0845_3754.utt,Is it pretty there?,It is beautiful.,,29,1,0,0,DEVELOPMENT,(SQ (VBZ Is) (NP (PRP it)) (ADJP (JJ-CONTRAST pretty)) (ADVP (RB there)) (. ?)),(S (NP (PRP It)) (VP (VBZ is) (ADJP (JJ-CONTRAST beautiful))) (. .))
183,Switchboard,sw03utt/sw_0364_3491.utt,But did they have some pretty good special effects?,"Excellent, excellent special effects.",,29,1,0,0,DEVELOPMENT,(SQ (CC But) (VBD did) (NP (PRP they)) (VP (VB have) (NP (DT some) (ADJP (RB-CONTRAST pretty) (JJ-CONTRAST good)) (NP (JJ special) (NNS effects)))) (. ?)),"(FRAG (NP (ADJP (JJ-CONTRAST Excellent)) (, ,) (ADJP (JJ-CONTRAST excellent)) (JJ special) (NNS effects)) (. .))"
2017,Switchboard,swda/sw07utt/sw_0770_3681.utt.csv,Do you have any hobbies that you want to talk about?,"Well, I don't seem to have as much spare time as I used to.",,0,1,2,27,DEVELOPMENT,(SQ (VBP Do) (NP (PRP you)) (VP (VB have) (NP (DT any) (NNS-CONTRAST hobbies) (SBAR-CONTRAST (IN that) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB talk) (PRT (RP about)))))))))) (. ?)),"(S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP do) (RB-CONTRAST n't) (VP-CONTRAST (VB seem) (S (VP (TO to) (VP (VB have) (NP (ADJP (RB as) (JJ much)) (JJ spare) (NN time)) (SBAR (IN as) (S (NP (PRP I)) (VP (VBD used) (PP (TO to)))))))))) (. .))"
178,Switchboard,sw04utt/sw_0417_3237.utt,Is Coppell a nice area to live?,It's a wonderful place to live.,,29,1,0,0,DEVELOPMENT,(SQ (VBZ Is) (NP (NNP Coppell)) (NP (DT a) (JJ-CONTRAST nice) (NN area) (S (VP (TO to) (VP (VB live))))) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP (DT a) (JJ-CONTRAST wonderful) (NN place) (S (VP (TO to) (VP (VB live)))))) (. .))
2005,Switchboard,swda/sw02utt/sw_0219_2472.utt.csv,Do you like to cook?,I love it.,,29,1,0,0,DEVELOPMENT,(SQ (VBP Do) (NP (PRP you)) (VP (VB-CONTRAST like) (S (VP (TO to) (VP (VB cook))))) (. ?)),(S (NP (PRP I)) (VP (VBP-CONTRAST love) (NP (PRP it))) (. .))
2009,Switchboard,swda/sw02utt/sw_0277_2598.utt.csv,Have you seen it?,I thought it was very well done.,,20,10,0,0,DEVELOPMENT,(SQ (VBP Have) (NP (PRP you)) (VP-CONTRAST (VBN seen) (NP (PRP it))) (. ?)),(S (NP (PRP I)) (VP (VBD thought) (SBAR (S (NP (PRP it)) (VP (VBD was) (VP-CONTRAST (ADVP (RB very) (RB well)) (VBN done)))))) (. .))
2015,Switchboard,swda/sw07utt/sw_0762_3371.utt.csv,Does your house have four bedrooms?,We've got five bedrooms.,,3,5,18,4,DEVELOPMENT,(SQ (VBZ Does) (NP (PRP$ your) (NN house)) (VP (VB have) (NP (CD-CONTRAST four) (NNS bedrooms))) (. ?)),(S (NP (PRP We)) (VP (VBP 've) (VP (VBN got) (NP (CD-CONTRAST five) (NNS bedrooms)))) (. .))
2008,Switchboard,swda/sw02utt/sw_0243_3513.utt.csv,Did you like it?,It was busy.,,0,2,2,26,DEVELOPMENT,(SQ (VBD Did) (NP (PRP you)) (VP (VB-CONTRAST like) (NP (PRP it))) (. ?)),(S (NP (PRP It)) (VP (VBD was) (ADJP (JJ-CONTRAST busy))) (. .))
190,Switchboard,sw03utt/sw_0304_3338.utt,And is it pretty flat there?,"Well, it's kind of hilly.",,0,0,18,12,DEVELOPMENT,(SQ (CC And) (VBZ is) (NP (PRP it)) (ADVP (ADVP-CONTRAST (RB pretty) (JJ flat)) (RB there)) (. ?)),"(S (INTJ (UH Well)) (, ,) (NP (PRP it)) (VP (VBZ 's) (NP-CONTRAST (NP (NN kind)) (PP (IN of) (NP (NNP hilly))))) (. .))"
2004,Switchboard,swda/sw01utt/sw_0151_2772.utt.csv,Does Virginia get real humid?,Parts do.,,8,22,0,0,DEVELOPMENT,(SQ (VBZ Does) (NP (NNP-CONTRAST Virginia)) (VP (VB get) (NP (JJ real) (NNS humid))) (. ?)),(S (NP (NNS-CONTRAST Parts)) (VP (VBP do)) (. .))
2011,Switchboard,swda/sw02utt/sw_0297_3223.utt.csv,Do you like that one?,I love it.,,30,0,0,0,DEVELOPMENT,(SQ (VBP Do) (NP (PRP you)) (VP (VB-CONTRAST like) (NP (DT that) (NN one))) (. ?)),(S (NP (PRP I)) (VP (VBP-CONTRAST love) (NP (PRP it))) (. .))
2026,Switchboard,swb1/trans/phase2/disc06/sw3918.txt,Is it a business trip or fun?,It's for spring break.,,5,19,1,5,DEVELOPMENT,(SQ (VBZ Is) (NP (PRP it)) (NP (NP (DT a) (NN-CONTRAST business) (NN-CONTRAST trip)) (CC or) (ADJP (JJ-CONTRAST fun))) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (PP (IN for) (NP (NN-CONTRAST spring) (NN-CONTRAST break)))) (. .))
2003,Switchboard,swda/sw01utt/sw_0121_3140.utt.csv,Do you want to go ahead and start?,I was hoping that you would.,,4,4,10,12,DEVELOPMENT,(SQ (VBP Do) (NP (PRP-CONTRAST you)) (VP (VB want) (S (VP (TO to) (VP (VP (VB go) (ADVP (RB ahead))) (CC and) (VP (VB start)))))) (. ?)),(S (NP (PRP I)) (VP (VBD was) (VP (VBG hoping) (SBAR (IN that) (S (NP (PRP-CONTRAST you)) (VP (MD would)))))) (. .))
2020,Switchboard,swda/sw09utt/sw_0943_3028.utt.csv,Do you know how to spell it?,It starts with a K.,,0,6,4,20,DEVELOPMENT,(SQ (VBP Do) (NP (PRP you)) (VP-CONTRAST (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB spell) (NP (PRP it))))))) (. ?)),(S (NP (PRP It)) (VP-CONTRAST (VBZ starts) (PP (IN with) (NP (DT a) (NNP K.)))))
2013,Switchboard,swda/sw05utt/sw_0558_3342.utt.csv,Are there poisonous snakes there?,We have a lot of cotton mouth.,,14,14,0,2,DEVELOPMENT,(SQ (VBP Are) (NP (EX there)) (NP (JJ-CONTRAST poisonous) (NNS-CONTRAST snakes)) (ADVP (RB there)) (. ?)),(S (NP (PRP We)) (VP (VBP have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP-CONTRAST (NN cotton) (NN mouth))))) (. .))
2021,Switchboard,swda/sw09utt/sw_0988_3570.utt.csv,Is the space program doing any good?,I think that the space program has done a lot of good for the country.,,21,9,0,0,DEVELOPMENT,(SQ (VBZ Is) (NP (DT the) (NN space) (NN program)) (VP (VBG doing) (NP (DT any) (JJ-CONTRAST good))) (. ?)),(S (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (DT the) (NN space) (NN program)) (VP (VBZ has) (VP (VBN done) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (JJ-CONTRAST good)) (PP (IN for) (NP (DT the) (NN country))))))))))) (. .))
2016,Switchboard,swda/sw07utt/sw_0768_3626.utt.csv,Did you buy a program to handle menus?,It came with a menus program.,,2,6,11,11,DEVELOPMENT,(SQ (VBD Did) (NP (PRP you)) (VP (VB-CONTRAST buy) (NP (DT a) (NN program) (S (VP (TO to) (VP (VB handle) (NP (NNS menus))))))) (. ?)),(S (NP (PRP It)) (VP (VBD-CONTRAST came) (PP (IN-CONTRAST with) (NP (DT a) (NNS menus) (NN program)))) (. .))
2006,Switchboard,swda/sw02utt/sw_0233_3182.utt.csv,"Now, do you work outside of the home?",I have just retired.,,1,1,19,9,DEVELOPMENT,"(SQ (INTJ (RB Now)) (, ,) (VB do) (NP (PRP you)) (VP (VB-CONTRAST work) (NP (NP (RB outside)) (PP (IN of) (NP (DT the) (NN home))))) (. ?))",(S (NP (PRP I)) (VP (VBP have) (ADVP (RB just)) (VP (VBN-CONTRAST retired))) (. .))
2019,Switchboard,swda/sw08utt/sw_0859_2534.utt.csv,Do cats bother bulbs?,I think more the mice or other rodents.,,0,3,5,22,DEVELOPMENT,(SQ (VBP Do) (NP (NNS-CONTRAST cats)) (VP (VB bother) (NP (NNS bulbs))) (. ?)),(S (NP (PRP I)) (VP (VBP think) (S (ADJP (JJR-CONTRAST more)) (NP (NP (DT the) (NNS-CONTRAST mice)) (CC or) (NP (JJ-CONTRAST other) (NNS-CONTRAST rodents))))) (. .))
2007,Switchboard,swda/sw02utt/sw_0235_3232.utt.csv,Are you enjoying it?,"Well, it's a lot of work.",,0,4,2,24,DEVELOPMENT,(SQ (VBP Are) (NP (PRP you)) (VP (VBG-CONTRAST enjoying) (NP (PRP it))) (. ?)),"(S (INTJ (UH Well)) (, ,) (NP (PRP it)) (VP (VBZ 's) (NP-CONTRAST (NP (DT a) (NN lot)) (PP (IN of) (NP (NN work))))) (. .))"
2023,Switchboard,swda/sw12utt/sw_1204_2434.utt.csv,Do you belong to a gun club?,My husband belonged to one awhile back.,,0,1,8,21,DEVELOPMENT,(SQ (VBP Do) (NP (PRP-CONTRAST you)) (VP (VB-CONTRAST belong) (PP (TO to) (NP (DT a) (NN gun) (NN club)))) (. ?)),(S (NP-CONTRAST (PRP$ My) (NN husband)) (VP (VBD-CONTRAST belonged) (PP (TO to) (NP (CD one))) (ADVP (RB awhile) (RB back))) (. .))
2010,Switchboard,swda/sw02utt/sw_0285_2756.utt.csv,Have you been down there?,My girlfriend has with her sisters.,,0,1,17,12,DEVELOPMENT,(SQ (VBP Have) (NP (PRP-CONTRAST you)) (VP-CONTRAST (VBN been) (ADVP (RB down) (RB there))) (. ?)),(S (NP (PRP$-CONTRAST My) (NN-CONTRAST girlfriend)) (VP (VBZ has) (VP (PP (IN with) (NP (PRP$ her) (NNS sisters))))) (. .))
2018,Switchboard,swda/sw08utt/sw_0852_2090.utt.csv,Do you sing or knit or anything?,"Well, I do cross-stitch.",,5,20,1,4,DEVELOPMENT,(SQ (VBP Do) (NP (PRP you)) (VP (VB-CONTRAST sing) (NP (NP (QP (CC or) (CD-CONTRAST knit))) (CC or) (NP (NN anything)))) (. ?)),"(S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP do) (NP (NN-CONTRAST cross-stitch))) (. .))"
2014,Switchboard,swda/sw06utt/sw_0635_2065.utt.csv,Did you ever get any information on it?,I sent off for stuff on it.,,0,4,3,23,DEVELOPMENT,(SQ (VBD Did) (NP (PRP you)) (VP (ADVP (RB ever)) (VB-CONTRAST get) (NP (NP (DT any) (NN information)) (PP (IN on) (NP (PRP it))))) (. ?)),(S (NP (PRP I)) (VP (VBD-CONTRAST sent) (PRT-CONTRAST (RP off)) (PP (IN for) (NP (NN stuff))) (PP (IN on) (NP (PRP it)))) (. .))
2012,Switchboard,swda/sw04utt/sw_0435_4008.utt.csv,Do you use your computer for just things around the house?,I use it in my business.,,2,1,14,13,DEVELOPMENT,(SQ (VBP Do) (NP (PRP you)) (VP (VB use) (NP (PRP$ your) (NN computer)) (PP (IN for) (NP (NP (RB just) (NNS things)) (PP (IN around) (NP (DT the) (NN-CONTRAST house)))))) (. ?)),(S (NP (PRP I)) (VP (VBP use) (NP (PRP it)) (PP (IN in) (NP (PRP$ my) (NN-CONTRAST business)))) (. .))
2024,Switchboard,swb1/trans/phase2/disc02/sw3397.txt,Is she a nurse in Dallas?,She's a nurse in San Antonio --,,0,1,25,4,DEVELOPMENT,(SQ (VBZ Is) (NP (PRP she)) (NP (NP (DT a) (NN nurse)) (PP (IN in) (NP (NNP-CONTRAST Dallas)))) (. ?)),(S (NP (PRP She)) (VP (VBZ 's) (NP (NP (DT a) (NN nurse)) (PP (IN in) (NP-CONTRAST (NNP San) (NNP Antonio))))) (: --))
187,Switchboard,sw00utt/sw_0069_3144.utt,Was that good?,Hysterical.,,16,13,0,1,EVALUATION,(SQ (VBD Was) (NP (DT that)) (ADJP (JJ-CONTRAST good)) (. ?)),(FRAG (ADJP (JJ-CONTRAST Hysterical)) (. .))
2001,Switchboard,swda/sw00utt/sw_0098_3830.utt.csv,"Now, do you work?",I'm going to school right now.,,0,0,9,21,EVALUATION,"(SQ (INTJ (RB Now)) (, ,) (VB do) (VP (S (NP (PRP you)) (VP (VB-CONTRAST work)))) (. ?))",(S (NP (PRP I)) (VP (VBP 'm) (VP (VBG going) (PP (TO to) (NP (NN-CONTRAST school))) (ADVP (RB right) (RB now)))) (. .))
2002,Switchboard,swda/sw01utt/sw_0103_4074.utt.csv,Have you had dogs before?,My brother has.,,0,2,9,19,EVALUATION,(SQ (VBP Have) (NP (PRP-CONTRAST you)) (VP (VBN had) (NP (NNS dogs)) (ADVP (RB before))) (. ?)),(S (NP-CONTRAST (PRP$ My) (NN brother)) (VP (VBZ has)) (. .))
2022,Switchboard,swda/sw10utt/sw_1053_3203.utt.csv,Do you like the Dallas area?,We love it.,,30,0,0,0,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB-CONTRAST like) (NP (DT the) (NNP Dallas) (NN area))) (. ?)),(S (NP (PRP We)) (VP (VBP-CONTRAST love) (NP (PRP it))) (. .))
2025,Switchboard,swb1/trans/phase2/disc04/sw3638.txt,Are you a Cowboy fan?,"Well, I used to be a real big Cowboy fan.",,0,8,1,21,EVALUATION,(SQ (VBP-CONTRAST Are) (NP (PRP you)) (PP (FW a) (NP (NNP Cowboy) (NN fan))) (. ?)),"(S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBD-CONTRAST used) (S (VP (TO-CONTRAST to) (VP (VB-CONTRAST be) (NP (DT a) (JJ real) (JJ big) (NN Cowboy) (NN fan)))))) (. .))"
191,Switchboard,sw10utt/sw_1056_3276.utt,Do you think that the quality would be as high?,The quality goes down.,,0,0,18,12,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB think) (SBAR (IN that) (S (NP (DT the) (NN quality)) (VP (MD would) (VP (VB be) (ADJP (RB as) (JJ-CONTRAST high))))))) (. ?)),(S (NP (DT The) (NN quality)) (VP (VBZ goes) (PRT (RP-CONTRAST down))) (. .))
188,Switchboard,sw07utt/sw_0715_3092.utt,Do you think that would be acceptable?,I think it would be fair.,,8,22,0,0,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB think) (SBAR (S (NP (DT that)) (VP (MD would) (VP (VB be) (ADJP (JJ-CONTRAST acceptable))))))) (. ?)),(S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ-CONTRAST fair))))))) (. .))
2000,Switchboard,swda/sw00utt/sw_0054_2789.utt.csv,Is that lifting weights?,It's isolated movements for certain muscles groups.,,4,19,1,6,EVALUATION,(SQ (VBZ Is) (NP (DT that)) (VP-CONTRAST (VBG lifting) (NP (NNS weights))) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP-CONTRAST (NP (VBN isolated) (NNS movements)) (PP (IN for) (NP (JJ certain) (NNS muscles) (NNS groups))))) (. .))
184,Switchboard,sw01utt/sw_0194_3595.utt,Is she fabulous?,She is wonderful.,,21,9,0,0,EVALUATION,(SQ (VBZ Is) (NP (PRP she)) (ADJP (JJ-CONTRAST fabulous)) (. ?)),(S (NP (PRP She)) (VP (VBZ is) (ADJP (JJ-CONTRAST wonderful))) (. .))
179,Switchboard,sw03utt/sw_0371_3688.utt,Is it pretty nice country up there?,It's beautiful.,,26,4,0,0,EVALUATION,(SQ (VBZ Is) (NP (PRP it)) (NP (JJ-CONTRAST pretty) (JJ-CONTRAST nice) (NN country)) (NP (RB up) (EX there)) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ-CONTRAST beautiful))) (. .))
204,Switchboard,sw03utt/sw_0373_4013.utt,Do you have a lot of large families out there in Texas?,Very few.,,0,0,18,12,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB have) (NP (NP-CONTRAST (DT a) (NN lot)) (PP (IN of) (NP (JJ large) (NNS families)))) (PP (IN out) (NP (NP (RB there)) (PP (IN in) (NP (NNP Texas)))))) (. ?)),(FRAG (ADJP-CONTRAST (RB Very) (JJ few)) (. .))
